anomaly_score_adjusted,has_trigger,balance_error_flag,has_activity,inflow_spike,outflow_to_inflow,outflow_spike,balance,cumulativeincome,rolling_income_std,incomedistribution,zero_activity_freq,rolling_30_balance_std,ratio,rolling_30_inflows_mean,is_income_distribution_day,gross_activity,clientid,fundname,transactiondate,anomaly_score,is_first_transaction,inflows,outflows,client_tenure,dayofweek,month,is_weekend,lag_inflows,rolling_mean_inflows,rolling_std_inflows,lag_balance,rolling_mean_balance,rolling_std_balance,lag_cumulativeincome,rolling_mean_cumulativeincome,rolling_std_cumulativeincome,is_anomaly
-0.26780391827708666,3.312938789786611,-0.2294180983986201,5.238221254097949,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.1386413574952866,-0.07091369180769326,-0.03055635111510901,-8.033819843083116,-0.07098164588220736,-0.04518658582294174,0.12909693169437236,-0.19207496930540102,0.14038363960546688,F5061195-5E70-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-09-13,0.0,True,0.17963100972753146,0.0,-1.4856316373157525,4,9,False,-0.015124477871201124,0.01269773464290353,0.07361065524311282,3.1662162020462468,2.692536585006971,1.249400474259924,4.7601911492695725,3.7059727266913076,1.7188041843739803,0
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.13671693448379732,-0.04317317408108395,-0.03055635111510901,-3.826937545889623,-0.07095577165974004,-0.04518658582294174,0.04579674040602034,-0.19207496930540102,-0.01763055510438104,F5061195-5E70-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-09-14,0.0,False,0.0,0.0,-1.4698470601434441,5,9,True,0.17963100972753146,0.01269773464290353,0.07361065524311282,-0.1408364698660617,2.220516230539591,1.6131088595566874,-0.1386413574952866,3.124619729026589,2.2388524536001904,1
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.13479268206766098,-0.04827161497274125,-0.03055635111510901,-2.424643446825125,-0.07094505582774716,-0.04518658582294174,0.018030009976569672,-0.19207496930540102,-0.01763055510438104,F5061195-5E70-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-09-15,0.0,False,0.0,0.0,-1.4540624829711355,6,9,True,-0.015124477871201124,0.01269773464290353,0.07361065524311282,-0.14082971715607862,1.7484141717081154,1.7672259182593322,-0.13671693448379732,2.519982189481906,2.48973218860091,1
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.1329895672328887,-0.052140029349577684,-0.03055635111510901,-1.7234963972928758,-0.0709352955133827,-0.046754872022814725,0.004146644761844333,-0.19207496930540102,-0.01763055510438104,F5061195-5E70-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-09-16,0.0,False,0.0,0.0,-1.438277905798827,0,9,False,-0.015124477871201124,0.01269773464290353,0.07361065524311282,-0.14082296504470665,1.2762303562482171,1.7673803840980449,-0.13479268206766098,1.8920452134926145,2.5309455983968716,1
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.13113550629668927,-0.05458678152206376,-0.03055635111510901,-1.302808167573526,-0.07092530297124773,-0.047707228528365654,-0.004183374366990868,-0.19207496930540102,-0.01763055510438104,F5061195-5E70-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-09-17,0.0,False,0.0,0.0,-1.4224933286265187,1,9,False,-0.015124477871201124,0.012697734642903528,0.07361065524311282,-0.14081663799941949,0.8039635672139998,1.6135305632292285,-0.1329895672328887,1.240461989379949,2.349273053394177,1
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.129393368909152,-0.055009547544040194,-0.03055635111510901,-1.0223493477606265,-0.07091578840303958,-0.04999186079017085,-0.009736720452881,-0.19207496930540102,-0.01763055510438104,F5061195-5E70-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-09-18,0.0,False,0.0,0.0,-1.40670875145421,2,9,False,-0.015124477871201124,0.01269773464290353,0.07361065524311282,-0.1408101321866547,0.33161375152642175,1.2499421916833622,-0.13113550629668927,0.565217390397726,1.8498122558773555,1
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.1275204451625272,-0.05606065847287128,-0.03055635111510901,-0.8220216193228418,-0.07090584284674083,-0.050502896953995687,-0.013703396228516813,-0.19207496930540102,-0.01763055510438104,F5061195-5E70-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-09-19,0.0,False,0.0,0.0,-1.3909241742819016,3,9,False,-0.015124477871201124,0.01269773464290353,0.07361065524311282,-0.14080401910836657,-0.14081676978116864,1.3912559843004636e-05,-0.129393368909152,-0.133027123092574,0.003986619748870401,0
4.7285243794760925,3.312938789786611,-0.2294180983986201,5.238221254097949,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.12486608934102043,-0.020838103237875036,-0.03055635111510901,-0.8220216193228418,-0.05193219804910878,-0.040514986147626754,-0.0073071315403040685,-0.19207496930540102,0.053475832515050524,F5061195-5E70-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-09-20,0.32829414887569935,False,0.07251549154822853,0.0,-1.3751395971095932,4,9,False,-0.015124477871201124,-0.0026044822398540307,0.03312479487217129,-0.1407974471068857,-0.13939351778423162,0.0037568996333314834,-0.1275204451625272,-0.13105922764196457,0.004149967440986993,0
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.12207837159127746,-0.00044697188484308455,-0.03055635111510901,-0.8220216193228418,-0.047211190166730824,-0.040514986147626754,-0.01066227813386269,-0.19207496930540102,-0.01763055510438104,F5061195-5E70-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-09-21,0.0,False,0.0,0.0,-1.3593550199372848,5,9,True,0.07251549154822853,-0.0026044822398540307,0.03312479487217129,-0.13087370588750244,-0.13796983303576613,0.004850926444104878,-0.12486608934102043,-0.12896800437160458,0.004497536434881168,0
-0.26780391827708666,-0.30184680836328126,-0.2294180983986201,-0.19090449820493607,-0.10633095234112469,-0.10877303264298453,-0.09618500370203342,0.0,-0.11929090103840768,0.009668357363185888,-0.03055635111510901,-0.8220216193228418,-0.044929632560781134,-0.040514986147626754,-0.01334639540870959,-0.19207496930540102,-0.01763055510438104,F5061195-5E70-EF11-B2FE-005056A80461,MONEY MARKET FUND,2024-09-22,0.0,False,0.0,0.0,-1.3435704427649762,6,9,True,-0.015124477871201124,-0.0026044822398540307,0.03312479487217129,-0.13086392391682017,-0.13654571557417092,0.005314835141139327,-0.12207837159127746,-0.1267534642245684,0.004945657120454031,0
